Name,Birthcity,Birthstate,Birthyear,Continent Name,Country Code,Country Name,countryCode3,Dead or Alive,Domain,First Initial,Gender,Industry,Occupation,To,Average Views,En Curid,HPI,L star,LAT,LON,Numlangs,Page Views English,Page Views Non English,Std Dev Page Views,Total Page Views
Chazz Palminteri,New York,NY,1952,North America,US,UNITED STATES,USA,Alive,ARTS,C,Male,FILM AND THEATRE,ACTOR,0,"67,672.38","598,464",20.71787179,3.564500218,40.8373,-73.886,29,"1,357,183","605,316","9,197.36","1,962,499"
Christopher Reeve,New York,NY,1952,North America,US,UNITED STATES,USA,Dead,ARTS,C,Male,FILM AND THEATRE,ACTOR,2004,"267,999.48","73,626",23.25702774,4.979744931,40.7127,-74.0059,46,"7,547,015","4,780,961","79,818.81","12,327,976"
Denzel Washington,New York,NY,1954,North America,US,UNITED STATES,USA,Alive,ARTS,D,Male,FILM AND THEATRE,ACTOR,0,"373,075.22","100,692",24.5014641,5.771223394,40.914167,-73.830556,68,"13,719,712","11,649,403","144,923.76","25,369,115"
Gilbert Gottfried,New York,NY,1955,North America,US,UNITED STATES,USA,Alive,ARTS,G,Male,FILM AND THEATRE,ACTOR,0,"102,059.36","625,478",17.96682246,1.531968922,40.692778,-73.990278,33,"3,119,604","248,355","31,154.36","3,367,959"
Bill Maher,New York,NY,1956,North America,US,UNITED STATES,USA,Alive,ARTS,B,Male,FILM AND THEATRE,ACTOR,0,"201,271.29","264,061",19.26590026,1.694313762,40.7127,-74.0059,31,"5,688,969","550,441","31,035.04","6,239,410"
Christopher Lambert,Long Island,NY,1957,North America,US,UNITED STATES,USA,Alive,ARTS,C,Male,FILM AND THEATRE,ACTOR,0,"150,985","42,099",22.12812323,5.301520121,40.787222,-73.727222,39,"3,222,844","2,665,571","27,306.22","5,888,415"
John Turturro,New York,NY,1957,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,ACTOR,0,"185,145.29","308,577",21.34867452,4.023573089,40.692778,-73.990278,31,"3,648,397","2,091,107","27,462.64","5,739,504"
Ray Romano,New York,NY,1957,North America,US,UNITED STATES,USA,Alive,ARTS,R,Male,FILM AND THEATRE,ACTOR,0,"148,509.87","228,638",19.93411928,2.328272186,40.75,-73.866667,31,"3,812,695","791,111","19,842.73","4,603,806"
Steve Buscemi,New York,NY,1957,North America,US,UNITED STATES,USA,Alive,ARTS,S,Male,FILM AND THEATRE,ACTOR,0,"273,113.64","180,487",22.39957195,4.30003092,40.692778,-73.990278,45,"7,689,266","4,600,848","70,177.36","12,290,114"
Alec Baldwin,Long Island (ex Queens & Brooklyn),NY,1958,North America,US,UNITED STATES,USA,Alive,ARTS,A,Male,FILM AND THEATRE,ACTOR,0,"331,334.10","182,532",22.56023633,3.801864614,40.671667,-73.415,50,"11,408,548","5,158,157","75,919.61","16,566,705"
Viggo Mortensen,New York,NY,1958,North America,US,UNITED STATES,USA,Alive,ARTS,V,Male,FILM AND THEATRE,ACTOR,0,"332,343.28","163,892",23.21000426,5.815624202,40.790278,-73.959722,47,"8,288,359","7,331,775","76,393.09","15,620,134"
David Duchovny,New York,NY,1960,North America,US,UNITED STATES,USA,Alive,ARTS,D,Male,FILM AND THEATRE,ACTOR,0,"198,517.92","21,189,337",22.40842558,5.205293741,40.7127,-74.0059,49,"5,765,349","3,962,029","39,124.94","9,727,378"
Eddie Murphy,New York,NY,1961,North America,US,UNITED STATES,USA,Alive,ARTS,E,Male,FILM AND THEATRE,ACTOR,0,"325,598.49","54,539",22.87448334,4.613287914,40.692778,-73.990278,67,"13,930,118","7,884,981","113,534.10","21,815,099"
Emilio Estevez,New York,NY,1962,North America,US,UNITED STATES,USA,Alive,ARTS,E,Male,FILM AND THEATRE,ACTOR,0,"419,064.77","350,841",20.25212015,3.41658456,40.576281,-74.144839,31,"9,169,973","3,821,035","132,133.64","12,991,008"
Matthew Broderick,New York,NY,1962,North America,US,UNITED STATES,USA,Alive,ARTS,M,Male,FILM AND THEATRE,ACTOR,0,"281,586.83","199,714",21.32209741,3.578870576,40.790278,-73.959722,40,"7,887,690","3,375,783","46,924.89","11,263,473"
Tom Cruise,Syracuse,NY,1962,North America,US,UNITED STATES,USA,Alive,ARTS,T,Male,FILM AND THEATRE,ACTOR,0,"591,604.57","31,460",24.16075137,6.958254549,43.046944,-76.144444,82,"25,325,423","23,186,152","323,688.25","48,511,575"
Tom Kenny,Syracuse,NY,1962,North America,US,UNITED STATES,USA,Alive,ARTS,T,Male,FILM AND THEATRE,ACTOR,0,"217,887.50","253,555",17.45734566,1.613728853,43.064444,-76.070278,26,"5,168,452","496,623","48,531.89","5,665,075"
Crispin Glover,New York,NY,1964,North America,US,UNITED STATES,USA,Alive,ARTS,C,Male,FILM AND THEATRE,ACTOR,0,"217,362.75","399,146",19.81439907,3.320413956,40.7127,-74.0059,28,"4,316,109","1,770,048","28,470.63","6,086,157"
Kevin Michael Richardson,New York,NY,1964,North America,US,UNITED STATES,USA,Alive,ARTS,K,Male,FILM AND THEATRE,ACTOR,0,"63,498.62","2,301,712",17.15449578,1.528490061,40.8373,-73.886,34,"2,007,763","151,190","6,892.99","2,158,953"
Ben Stiller,New York,NY,1965,North America,US,UNITED STATES,USA,Alive,ARTS,B,Male,FILM AND THEATRE,ACTOR,0,"411,622.34","90,095",22.55810887,4.883786957,40.7127,-74.0059,53,"12,701,426","9,114,558","80,386.29","21,815,984"
Charlie Sheen,New York,NY,1965,North America,US,UNITED STATES,USA,Alive,ARTS,C,Male,FILM AND THEATRE,ACTOR,0,"871,800.18","278,119",21.93798647,5.176825368,40.7127,-74.0059,51,"25,622,979","18,838,830","642,139.62","44,461,809"
Adam Sandler,New York,NY,1966,North America,US,UNITED STATES,USA,Alive,ARTS,A,Male,FILM AND THEATRE,ACTOR,0,"637,335.96","102,690",22.74871976,4.85378512,40.692778,-73.990278,56,"20,834,919","14,855,895","158,834.17","35,690,814"
David Schwimmer,New York,NY,1966,North America,US,UNITED STATES,USA,Alive,ARTS,D,Male,FILM AND THEATRE,ACTOR,0,"254,211.17","170,146",21.14858223,4.467709595,40.76583,-73.833084,41,"6,747,789","3,674,869","38,303.65","10,422,658"
Jon Favreau,New York,NY,1966,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,ACTOR,0,"210,651.18","316,201",18.38963967,2.344559538,40.76583,-73.833084,28,"4,799,076","1,099,157","36,672.92","5,898,233"
Nestor Carbonell,New York,NY,1967,North America,US,UNITED STATES,USA,Alive,ARTS,N,Male,FILM AND THEATRE,ACTOR,0,"98,030.41","8,020,136",18.35652578,3.743252027,40.7127,-74.0059,27,"1,794,072","852,749","17,342.23","2,646,821"
Vin Diesel,New York,NY,1967,North America,US,UNITED STATES,USA,Alive,ARTS,V,Male,FILM AND THEATRE,ACTOR,0,"861,818.13","415,175",22.44393796,7.056825454,40.7127,-74.0059,46,"18,948,432","20,695,202","339,794.24","39,643,634"
Philip Seymour Hoffman,Rochester,NY,1967,North America,US,UNITED STATES,USA,Dead,ARTS,P,Male,FILM AND THEATRE,ACTOR,2014,"161,298.89","564,099",20.5966826,4.477716981,43.099444,-77.443056,46,"4,652,627","2,767,122","34,220.83","7,419,749"
"Cuba Gooding, Jr.",New York,NY,1968,North America,US,UNITED STATES,USA,Alive,ARTS,C,Male,FILM AND THEATRE,ACTOR,0,"37,575.21","158,106",20.44577071,8.622439862,40.8373,-73.886,42,"130,234","1,447,925","6,644.27","1,578,159"
David Boreanaz,Buffalo,NY,1969,North America,US,UNITED STATES,USA,Alive,ARTS,D,Male,FILM AND THEATRE,ACTOR,0,"271,899.32","159,269",20.47660792,4.400745317,42.904722,-78.849444,34,"5,839,538","3,405,039","31,275.96","9,244,577"
Christian Slater,New York,NY,1969,North America,US,UNITED STATES,USA,Alive,ARTS,C,Male,FILM AND THEATRE,ACTOR,0,"228,277.94","260,996",20.12122987,4.502255643,40.7127,-74.0059,33,"4,639,259","2,893,913","30,686.16","7,533,172"
Marlon Wayans,New York,NY,1972,North America,US,UNITED STATES,USA,Alive,ARTS,M,Male,FILM AND THEATRE,ACTOR,0,"302,175.46","650,466",19.12974007,3.836472234,40.7127,-74.0059,28,"5,511,147","2,949,766","42,381.81","8,460,913"
Omar Epps,New York,NY,1973,North America,US,UNITED STATES,USA,Alive,ARTS,O,Male,FILM AND THEATRE,ACTOR,0,"181,563.11","652,931",18.76281582,3.771818685,40.692778,-73.990278,27,"3,328,232","1,573,972","15,267.33","4,902,204"
Peter Facinelli,New York,NY,1973,North America,US,UNITED STATES,USA,Alive,ARTS,P,Male,FILM AND THEATRE,ACTOR,0,"332,463.38","2,565,327",19.13765664,5.136895732,40.75,-73.866667,26,"4,804,736","3,839,312","59,198.87","8,644,048"
Tom Welling,Lower Hudson Valley,NY,1977,North America,US,UNITED STATES,USA,Alive,ARTS,T,Male,FILM AND THEATRE,ACTOR,0,"233,908.97","1,233,754",19.70636129,5.280483685,41.335833,-73.873889,39,"4,737,118","4,385,332","32,610.72","9,122,450"
Topher Grace,New York,NY,1978,North America,US,UNITED STATES,USA,Alive,ARTS,T,Male,FILM AND THEATRE,ACTOR,0,"315,113","440,000",18.1102736,3.234770152,40.7127,-74.0059,30,"6,858,535","2,594,855","39,489.19","9,453,390"
Macaulay Culkin,New York,NY,1980,North America,US,UNITED STATES,USA,Dead,ARTS,M,Male,FILM AND THEATRE,ACTOR,2014,"852,066.58","212,860",19.81132452,5.678123404,40.790278,-73.959722,45,"21,178,241","17,164,755","366,673.31","38,342,996"
Chad Michael Murray,Buffalo,NY,1981,North America,US,UNITED STATES,USA,Alive,ARTS,C,Male,FILM AND THEATRE,ACTOR,0,"362,300.86","4,164,817",19.69709749,5.870568497,42.904722,-78.849444,36,"6,959,987","6,082,844","34,747.66","13,042,831"
Jesse Eisenberg,New York,NY,1983,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,ACTOR,0,"294,055.86","1,512,539",16.80904856,3.625990265,40.75,-73.866667,36,"7,302,940","3,283,071","121,106.43","10,586,011"
Corbin Bleu,New York,NY,1989,North America,US,UNITED STATES,USA,Alive,ARTS,C,Male,FILM AND THEATRE,ACTOR,0,"34,904.51","3,591,242",18.93096434,6.34898664,40.692778,-73.990278,193,"4,099,898","2,636,673","25,147.10","6,736,571"
George Carlin,New York,NY,1937,North America,US,UNITED STATES,USA,Dead,ARTS,G,Male,FILM AND THEATRE,COMEDIAN,2008,"220,434.37","158,879",22.7809323,2.609424945,40.790278,-73.959722,51,"9,192,110","2,050,043","123,731.99","11,242,153"
Jerry Seinfeld,New York,NY,1954,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,COMEDIAN,0,"208,645.82","104,492",21.56163219,2.312801302,40.692778,-73.990278,34,"5,964,929","1,129,029","14,883.93","7,093,958"
John Carpenter,Carthage,NY,1948,North America,US,United States,USA,Alive,ARTS,J,Male,FILM AND THEATRE,FILM DIRECTOR,0,"193,408.66","52,260",23.66732978,5.472552775,43.981111,-75.606944,32,"3,193,887","2,995,190","23,604.63","6,189,077"
George Cukor,New York,NY,1899,North America,US,UNITED STATES,USA,Dead,ARTS,G,Male,FILM AND THEATRE,FILM DIRECTOR,1983,"31,638.78","12,754",23.83339973,7.291168515,40.717222,-73.989722,36,"559,586","579,410","3,268.17","1,138,996"
Mel Brooks,New York,NY,1926,North America,US,UNITED STATES,USA,Alive,ARTS,M,Male,FILM AND THEATRE,FILM DIRECTOR,0,"194,183.46","20,218",24.40948671,3.549982381,40.692778,-73.990278,46,"6,287,277","2,645,162","33,669.44","8,932,439"
Alan J. Pakula,New York,NY,1928,North America,US,UNITED STATES,USA,Dead,ARTS,A,Male,FILM AND THEATRE,FILM DIRECTOR,1998,"23,444.07","837,131",22.6258064,6.636626584,40.8373,-73.886,28,"326,809","329,625","2,053.54","656,434"
Woody Allen,New York,NY,1935,North America,US,UNITED STATES,USA,Alive,ARTS,W,Male,FILM AND THEATRE,FILM DIRECTOR,0,"351,917.48","32,901",27.18106264,8.072867817,40.8373,-73.886,77,"11,696,616","15,401,030","130,900.00","27,097,646"
Joel Schumacher,New York,NY,1939,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,FILM DIRECTOR,0,"103,374.11","275,103",22.75473798,4.328522328,40.7127,-74.0059,28,"1,849,447","1,045,028","14,892.63","2,894,475"
Michael Cimino,New York,NY,1939,North America,US,UNITED STATES,USA,Alive,ARTS,M,Male,FILM AND THEATRE,FILM DIRECTOR,0,"60,626.77","522,346",22.90457284,5.565631629,40.7127,-74.0059,26,"803,546","772,750","6,164.08","1,576,296"
George A. Romero,New York,NY,1940,North America,US,UNITED STATES,USA,Alive,ARTS,G,Male,FILM AND THEATRE,FILM DIRECTOR,0,"169,989.83","362,109",24.0125159,5.640660424,40.8373,-73.886,30,"2,531,932","2,567,763","25,340.67","5,099,695"
James L. Brooks,New York,NY,1940,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,FILM DIRECTOR,0,"57,201.07","432,249",22.4135513,4.063553658,40.692778,-73.990278,28,"1,053,682","547,948","5,650.08","1,601,630"
Martin Scorsese,New York,NY,1942,North America,US,UNITED STATES,USA,Alive,ARTS,M,Male,FILM AND THEATRE,FILM DIRECTOR,0,"261,963.06","18,995",25.96985249,6.339278249,40.75,-73.866667,66,"8,895,835","8,393,727","96,122.95","17,289,562"
Jonathan Demme,Long Island (ex Queens & Brooklyn),NY,1944,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,FILM DIRECTOR,0,"45,121.41","16,069",22.88892636,5.094738789,40.670222,-73.6125,34,"929,805","604,323","4,701.88","1,534,128"
Oliver Stone,New York,NY,1946,North America,US,UNITED STATES,USA,Alive,ARTS,O,Male,FILM AND THEATRE,FILM DIRECTOR,0,"182,876.09","21,486,951",24.32046739,5.650278664,40.7127,-74.0059,45,"4,650,578","3,578,846","38,541.26","8,229,424"
Bryan Singer,New York,NY,1965,North America,US,UNITED STATES,USA,Alive,ARTS,B,Male,FILM AND THEATRE,FILM DIRECTOR,0,"94,561.76","2,573,789",19.51764239,3.985573815,40.7127,-74.0059,33,"2,086,459","1,034,079","13,863.88","3,120,538"
Darren Aronofsky,New York,NY,1969,North America,US,UNITED STATES,USA,Alive,ARTS,D,Male,FILM AND THEATRE,FILM DIRECTOR,0,"193,740.71","173,294",19.48485393,4.592023639,40.692778,-73.990278,38,"4,560,515","2,801,632","64,433.69","7,362,147"
Clark Gable,Cadiz,OH,1901,North America,US,United States,USA,Dead,ARTS,C,Male,FILM AND THEATRE,ACTOR,1960,"182,093.98","42,083",25.35390584,4.790329202,40.270833,-80.995833,58,"6,867,648","3,693,803","44,136.22","10,561,451"
Paul Newman,Shaker Heights,OH,1925,North America,US,United States,USA,Dead,ARTS,P,Male,FILM AND THEATRE,ACTOR,2008,"242,660.03","49,706",25.04904053,5.201155782,41.476389,-81.551667,72,"10,636,360","6,835,162","207,571.20","17,471,522"
Robert Knepper,Fremont,OH,1959,North America,US,United States,USA,Alive,ARTS,R,Male,FILM AND THEATRE,ACTOR,0,"132,838","2,648,669",21.83837659,6.3851558,41.348889,-83.117222,31,"2,082,777","2,035,201","13,651.82","4,117,978"
Tyrone Power,Cincinnati,OH,1914,North America,US,UNITED STATES,USA,Dead,ARTS,T,Male,FILM AND THEATRE,ACTOR,1958,"133,996.69","581,217",22.91270123,3.75892196,39.1,-84.516667,26,"2,268,141","1,215,773","17,713.76","3,483,914"
Hal Holbrook,Cleveland,OH,1925,North America,US,UNITED STATES,USA,Alive,ARTS,H,Male,FILM AND THEATRE,ACTOR,0,"85,811.30","870,619",21.32974212,2.57915662,41.482222,-81.669722,30,"2,030,537","543,802","20,731.54","2,574,339"
Martin Sheen,Dayton,OH,1940,North America,US,UNITED STATES,USA,Alive,ARTS,M,Male,FILM AND THEATRE,ACTOR,0,"400,678.02","68,131",24.08939227,4.00686924,39.759444,-84.191667,45,"12,056,481","5,974,030","205,671.36","18,030,511"
Jim Cummings,Youngstown,OH,1952,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,ACTOR,0,"120,277.88","651,486",19.08221755,1.610995314,41.1,-80.65,26,"2,869,439","257,786","12,981.25","3,127,225"
Justin Chambers,Springfield,OH,1970,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,ACTOR,0,"165,256.81","3,035,313",19.63580776,5.703565154,39.926944,-83.804167,27,"2,256,294","2,205,640","19,891.84","4,461,934"
Josh Radnor,Columbus,OH,1974,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,ACTOR,0,"339,447.71","2,790,066",18.81432351,4.141043691,39.983333,-82.983333,31,"6,300,353","4,222,526","89,597.40","10,522,879"
Jim Jarmusch,Cuyahoga Falls,OH,1953,North America,US,United States,USA,Alive,ARTS,J,Male,FILM AND THEATRE,FILM DIRECTOR,0,"110,784.11","15,744",23.2913536,6.957057855,41.145556,-81.496667,37,"1,793,762","2,305,250","11,902.28","4,099,012"
Wes Craven,Cleveland,OH,1939,North America,US,UNITED STATES,USA,Dead,ARTS,W,Male,FILM AND THEATRE,FILM DIRECTOR,2015,"137,666.09","153,147",23.12610865,4.017589916,41.482222,-81.669722,32,"2,849,910","1,555,405","24,684.70","4,405,315"
Steven Spielberg,Cincinnati,OH,1946,North America,US,UNITED STATES,USA,Alive,ARTS,S,Male,FILM AND THEATRE,FILM DIRECTOR,0,"301,448.77","26,940",26.68543359,6.886363331,39.1,-84.516667,97,"15,195,821","14,044,710","132,647.47","29,240,531"
James Garner,Norman,OK,1928,North America,US,United States,USA,Dead,ARTS,J,Male,FILM AND THEATRE,ACTOR,2014,"223,019.24","168,544",22.79401971,2.695237232,35.22,-97.44,29,"4,951,122","1,516,436","33,089.60","6,467,558"
Ron Howard,Duncan,OK,1954,North America,US,United States,USA,Alive,ARTS,R,Male,FILM AND THEATRE,ACTOR,0,"216,547.21","58,928",22.32803793,3.744817074,34.516667,-97.949444,43,"6,314,354","2,997,176","49,350.68","9,311,530"
Brad Pitt,Shawnee,OK,1963,North America,US,United States,USA,Alive,ARTS,B,Male,FILM AND THEATRE,ACTOR,0,"639,600.24","44,849",24.88917907,7.784187874,35.3425,-96.933889,86,"25,372,370","29,633,251","227,006.83","55,005,621"
James Marsden,Stillwater,OK,1973,North America,US,United States,USA,Dead,ARTS,J,Male,FILM AND THEATRE,ACTOR,1973,"239,474.38","1,061,378",19.66779332,3.758355355,36.11566,-97.05863,40,"6,521,179","3,057,796","34,611.36","9,578,975"
Chuck Norris,Ryan,OK,1940,North America,US,UNITED STATES,USA,Alive,ARTS,C,Male,FILM AND THEATRE,ACTOR,0,"618,485.84","162,617",26.75672162,7.276116558,34.021667,-97.954167,64,"18,461,401","21,121,693","286,280.89","39,583,094"
Wade Williams,Tulsa,OK,1961,North America,US,UNITED STATES,USA,Alive,ARTS,W,Male,FILM AND THEATRE,ACTOR,0,"51,322.31","5,126,914",20.6852849,6.841877233,36.131389,-95.937222,29,"725,238","763,109","4,296.39","1,488,347"
Blake Edwards,Tulsa,OK,1922,North America,US,UNITED STATES,USA,Dead,ARTS,B,Male,FILM AND THEATRE,FILM DIRECTOR,2010,"77,267.26","36,882",21.88748804,4.802041847,36.131389,-95.937222,34,"1,590,129","1,036,958","49,927.79","2,627,087"
River Phoenix,Madras,OR,1970,North America,US,UNITED STATES,USA,Dead,ARTS,R,Male,FILM AND THEATRE,ACTOR,1993,"540,693.41","159,268",20.94257989,4.503923078,44.630556,-121.129167,34,"11,518,989","6,864,587","68,659.00","18,383,576"
Lionel Barrymore,Philadelphia,PA,1878,North America,US,United States,USA,Dead,ARTS,L,Male,FILM AND THEATRE,ACTOR,1954,"60,053.59","67,022",21.46722108,2.803866637,39.95,-75.166667,29,"1,372,318","369,236","11,876.25","1,741,554"
James Stewart,Indiana,PA,1908,North America,US,United States,USA,Dead,ARTS,J,Male,FILM AND THEATRE,ACTOR,1997,"140,254.57","16,273",24.31915476,4.886572473,40.616667,-79.15,54,"4,441,506","3,132,241","68,475.74","7,573,747"
Gene Kelly,Pittsburgh,PA,1912,North America,US,United States,USA,Dead,ARTS,G,Male,FILM AND THEATRE,ACTOR,1996,"139,890.40","12,209",24.01531389,3.889029584,,,47,"4,592,485","1,982,364","34,337.58","6,574,849"
Jack Palance,Hazle Township,PA,1919,North America,US,United States,USA,Dead,ARTS,J,Male,FILM AND THEATRE,ACTOR,2006,"79,749.76","598,470",23.41734619,4.371673132,40.958333,-75.916389,37,"1,961,255","989,486","11,752.88","2,950,741"
Charles Bronson,Ehrenfeld,PA,1921,North America,US,United States,USA,Dead,ARTS,C,Male,FILM AND THEATRE,ACTOR,2003,"261,214.69","208,200",25.77212496,5.852089662,40.372222,-78.776389,51,"7,423,814","5,898,135","54,539.73","13,321,949"
Michael Keaton,Pittsburgh,PA,1951,North America,US,United States,USA,Alive,ARTS,M,Male,FILM AND THEATRE,ACTOR,0,"242,593.88","235,323",23.13964742,4.222346836,40.515817,-80.162792,40,"6,263,308","3,440,447","43,753.79","9,703,755"
Jeff Goldblum,West Homestead,PA,1952,North America,US,United States,USA,Alive,ARTS,J,Male,FILM AND THEATRE,ACTOR,0,"215,572.23","21,132,373",22.22320501,3.642791356,40.394444,-79.915278,40,"5,994,928","2,627,961","54,888.68","8,622,889"
Matthew Fox,Abington Township,PA,1966,North America,US,United States,USA,Alive,ARTS,M,Male,FILM AND THEATRE,ACTOR,0,"89,293.14","512,042",20.65645986,8.055997967,40.1,-75.099722,42,"1,475,395","2,274,917","25,779.75","3,750,312"
Will Smith,Philadelphia,PA,1968,North America,US,United States,USA,Alive,ARTS,W,Male,FILM AND THEATRE,ACTOR,0,"752,834.46","154,698",23.43846468,5.801625602,,,74,"30,098,646","25,611,104","246,661.62","55,709,750"
Seth Green,Overbrook Park,PA,1974,North America,US,United States,USA,Alive,ARTS,S,Male,FILM AND THEATRE,ACTOR,0,"373,231.64","6,967,012",18.6391101,2.689867652,39.97702,-75.26544,28,"8,140,517","2,309,969","34,028.50","10,450,486"
Bradley Cooper,Philadelphia,PA,1975,North America,US,United States,USA,Alive,ARTS,B,Male,FILM AND THEATRE,ACTOR,0,"720,462.11","365,352",19.42159624,4.239653862,40.1,-75.099722,36,"16,407,249","9,529,387","274,671.57","25,936,636"
John Barrymore,Philadelphia,PA,1882,North America,US,UNITED STATES,USA,Dead,ARTS,J,Male,FILM AND THEATRE,ACTOR,1942,"76,898.57","68,065",22.32484338,2.829780203,39.95,-75.166667,28,"1,694,225","458,935","7,381.38","2,153,160"
Bill Cosby,Philadelphia,PA,1937,North America,US,UNITED STATES,USA,Alive,ARTS,B,Male,FILM AND THEATRE,ACTOR,0,"361,650.69","158,894",23.73211023,2.9364588,39.95,-75.166667,36,"9,828,268","3,191,157","68,443.09","13,019,425"
F. Murray Abraham,Pittsburgh,PA,1939,North America,US,UNITED STATES,USA,Alive,ARTS,F,Male,FILM AND THEATRE,ACTOR,0,"74,157.97","168,494",23.47800489,5.202453928,40.439722,-79.976389,37,"1,599,150","1,144,695","11,915.84","2,743,845"
Richard Gere,Philadelphia,PA,1949,North America,US,UNITED STATES,USA,Alive,ARTS,R,Male,FILM AND THEATRE,ACTOR,0,"308,734.87","153,956",24.89406136,6.622529371,39.95,-75.166667,54,"8,395,517","8,276,166","90,192.69","16,671,683"
Kevin Bacon,Philadelphia,PA,1958,North America,US,UNITED STATES,USA,Alive,ARTS,K,Male,FILM AND THEATRE,ACTOR,0,"390,295.51","16,827",22.17949177,4.319496613,39.95,-75.166667,39,"9,679,665","5,541,860","97,190.40","15,221,525"
Zachary Quinto,Pittsburgh,PA,1977,North America,US,UNITED STATES,USA,Alive,ARTS,Z,Male,FILM AND THEATRE,ACTOR,0,"283,763.50","5,040,937",17.5792845,3.3857615,40.439722,-79.976389,34,"6,896,328","2,751,631","101,495.50","9,647,959"
Joseph L. Mankiewicz,Wilkes-Barre,PA,1909,North America,US,UNITED STATES,USA,Dead,ARTS,J,Male,FILM AND THEATRE,FILM DIRECTOR,1993,"23,185.91","432,511",23.07416828,7.385401524,41.244444,-75.878056,33,"329,295","435,840","3,066.33","765,135"
Arthur Penn,Philadelphia,PA,1922,North America,US,UNITED STATES,USA,Dead,ARTS,A,Male,FILM AND THEATRE,FILM DIRECTOR,2010,"29,441.29","1,451,286",21.83487483,6.688162121,39.95,-75.166667,28,"397,927","426,429","7,788.93","824,356"
Sidney Lumet,Philadelphia,PA,1924,North America,US,UNITED STATES,USA,Dead,ARTS,S,Male,FILM AND THEATRE,FILM DIRECTOR,2011,"70,221.66","364,646",22.32205425,5.385127479,39.95,-75.166667,41,"1,662,624","1,216,464","55,315.17","2,879,088"
Sterling Knight,Hilton Head Island,SC,1989,North America,US,United States,USA,Alive,ARTS,S,Male,FILM AND THEATRE,ACTOR,0,"279,133.63","21,193,910",15.93932902,4.972762376,32.178889,-80.743056,27,"4,250,006","3,286,602","76,536.07","7,536,608"
Chris Rock,Andrews,SC,1965,North America,US,UNITED STATES,USA,Alive,ARTS,C,Male,FILM AND THEATRE,ACTOR,0,"400,509.62","171,268",21.00348532,3.587902836,33.45,-79.563889,34,"8,986,444","4,630,883","56,869.40","13,617,327"
Morgan Freeman,Memphis,TN,1937,North America,US,UNITED STATES,USA,Alive,ARTS,M,Male,FILM AND THEATRE,ACTOR,0,"432,477.09","20,584",25.48943354,5.273639942,35.117365,-89.971068,66,"17,129,218","11,414,270","304,843.53","28,543,488"
Ben Browder,Memphis,TN,1962,North America,US,UNITED STATES,USA,Alive,ARTS,B,Male,FILM AND THEATRE,ACTOR,0,"55,898.08","203,416",18.99271999,3.512789964,35.117365,-89.971068,26,"1,016,166","437,184","5,138.62","1,453,350"
Johnny Knoxville,Knoxville,TN,1971,North America,US,UNITED STATES,USA,Alive,ARTS,J,Male,FILM AND THEATRE,ACTOR,0,"429,690.75","22,112,821",19.45216349,4.473194089,35.972778,-83.942222,28,"7,575,204","4,456,137","90,260.45","12,031,341"
Brad Renfro,Knoxville,TN,1982,North America,US,UNITED STATES,USA,Dead,ARTS,B,Male,FILM AND THEATRE,ACTOR,2008,"226,666.04","727,925",15.62026727,3.713541087,35.972778,-83.942222,26,"3,969,836","1,923,481","113,300.10","5,893,317"
Quentin Tarantino,Knoxville,TN,1963,North America,US,UNITED STATES,USA,Alive,ARTS,Q,Male,FILM AND THEATRE,FILM DIRECTOR,0,"610,146.01","25,169",23.51020622,7.355518815,35.972778,-83.942222,68,"17,643,500","23,846,429","408,798.57","41,489,929"
Gore Verbinski,Oak Ridge,TN,1964,North America,US,UNITED STATES,USA,Alive,ARTS,G,Male,FILM AND THEATRE,FILM DIRECTOR,0,"69,349.29","2,750,126",19.02345072,4.74536586,36.013333,-84.2625,28,"1,187,596","754,184","12,199.11","1,941,780"
Steve Martin,Waco,TX,1945,North America,US,United States,USA,Alive,ARTS,S,Male,FILM AND THEATRE,ACTOR,0,"257,673.18","102,910",23.65022024,3.050865176,31.551389,-97.155833,44,"8,642,367","2,695,253","48,116.73","11,337,620"
Forest Whitaker,Longview,TX,1961,North America,US,United States,USA,Alive,ARTS,F,Male,FILM AND THEATRE,ACTOR,0,"180,379.24","634,431",21.88364847,4.594100751,32.509167,-94.753889,46,"5,075,953","3,221,492","32,490.55","8,297,445"
Woody Harrelson,Midland,TX,1961,North America,US,United States,USA,Alive,ARTS,W,Male,FILM AND THEATRE,ACTOR,0,"333,259.24","171,528",21.20850749,3.819764666,32,-102.1,37,"8,199,595","4,130,997","81,336.30","12,330,592"
